,Values,Year,Day_of_month,Day_of_week,Prev_week,ID,date
286,0.24653213958305287,2019,27,1,0.06741508930032802,Energy,27/8/2019
287,0.2796990990201884,2019,28,2,0.14490183485638353,Energy,28/8/2019
288,0.32119660194362476,2019,29,3,0.19469250993026943,Energy,29/8/2019
289,0.35648435033432335,2019,30,4,0.22733250666007931,Energy,30/8/2019
290,0.32732262382612376,2019,31,5,0.26316771503155145,Energy,31/8/2019
291,0.2968822036729448,2019,16,0,0.2575568442554559,Energy,16/9/2019
292,0.12949843651141446,2019,17,1,0.19703146157835283,Energy,17/9/2019
293,0.11746390431355413,2019,19,5,0.24653213958305287,Energy,19/10/2019
294,-0.020962944878017975,2019,20,6,0.2796990990201884,Energy,20/10/2019
295,-0.08255765137310966,2019,21,0,0.32119660194362476,Energy,21/10/2019
296,-0.0777548924296867,2019,22,1,0.35648435033432335,Energy,22/10/2019
297,-0.07613106901046685,2019,23,2,0.32732262382612376,Energy,23/10/2019
298,-0.07753092363337188,2019,25,4,0.2968822036729448,Energy,25/10/2019
299,-0.08182247545509869,2019,30,2,0.12949843651141446,Energy,30/10/2019
300,-0.2157243403843645,2019,31,3,0.11746390431355413,Energy,31/10/2019
301,-0.15572176375167457,2019,1,4,-0.020962944878017975,Energy,1/11/2019
302,-0.12405325146912771,2019,2,5,-0.08255765137310966,Energy,2/11/2019
303,-0.16173303421223828,2019,3,6,-0.0777548924296867,Energy,3/11/2019
304,-0.20326800160306968,2019,4,0,-0.07613106901046685,Energy,4/11/2019
305,-0.1418802941478412,2019,5,1,-0.07753092363337188,Energy,5/11/2019
